target,comment
0,در روز مبعث توی برنامه شاد امروزتون چرا مرتب اخبار سوریه را زیر نویس میکنید
0,یعنی اقای رشید پور نیست حالاخورشیدبدون اقای رشید پور معنی نداره
0,یکی نیس به داد کنکوریهای ۲ برسه جوابای امروز معاون سازمان سنجش اصلااا قانع کننده نبووود
0,هیچکس از این بازیگرا و مجریها مثل مهران مدیری نیست هشت سال ممنوع التصویر شد ولی خودشو مردم رو به این حکومت کثیف نفروخت
0,از اول معلوم بود میگن خطای انسانی بوده خلبان مقصر هست اگه نشد
0,شاید نظام آموزش پرورشمون درست بشه
0,با با زلزله زدها که مشکلی ندارند به حول و قوه اخوندا
0,کیر در کس مادرت رشیدپور دیوث رانت خوار کون لیس اخوندا دیوث مزدور رژیم املا و غلط املایی در کس خواهرت دیوث مادر جنده بی شرف دیوووث جاکش مزدور کل قسطنطنیه در کس مادرت رشیدپور کل کیرهای مطروحه در قبر پدرت کور قرمساق
0,سلام لطفا خواهشن از دولت بخواهید حقوق کارگری کفاف زندگی رو نمیده ما ماهیانه نه گوشت نه شیر ونه میوه میتونم
0,سلام خسته نباشیدچرابرنامتون تموم میشه آخه فکرمارونکردین چکارکنیم بابرنامههای بیخودشبکههای دیگه ممنون ازشماآقای رشیدپوروآقای نشاط بانشاط
0,باسلام خدمت جناب اقای رشید پور مجری برنامه حالا خورشید لطفا در خصوص مصوبه   ۱۸ ۱ کمیسیون هم ارزی تبصره ۲ماده۷ وزارت مسکن و نادیده گرفتن شدن حق بخش عظیمی از مهندسین ناپیوسته که عمده آنها از هنرستانها با توجه به سیاست دولت جهت تربیت مهندسین متخصص وارد این حرفه شدن گزارشی تهیه کنید در این بخش نامه امکان ارتقا پایه صلاحیت طراحی گرفته شده و این رشتهها نامرتبط اعلام شدن نگاه دوگانه به مهندسین عضو نظام که از یک فیلتر وزارت مسکن گذشته_اند عدول از قوانین اجرایی و عطف به ماسبق
0,مهمان هاتون خیلی مسخره شده وخیلی هم صحبت میکنید حوصله آدم سرمیره
0,سلام اقای رشید پور منم بخونیددد
0,خدا کنه لااقل توی بهمن ماه برف و بارون بیاد خسته نباشین
0,انشاالله اون نونی که ازطریق چاپلوسی و پایمال کردن خون شهدا به دست میاری توی خون بزنی وبخوری
0,سلام چرا اهنگ برف حبیب رو پخش نمیکنید الان وقتشه
0,آقای رشیدپور سلام ساعتتون خرابه سری جدید یه خوبشو بخرین ساعت از گذشته اما عقربه کوچیک نرسیده هنوز 
0,وچرا سارا ونیکا دیالوگ ندارن
0,سلام لطفا پیام منو بخونید من دانشجو دانشگاه ازاد خرم اباد هستم و از نظر اقتصادی وضعیت مالی خیلی ضعیفی دارم و دارای معلولیت جسمی هستم من به پشتوانه اینکه بهزیستی شهریه رو واریز میکنه رفتم دانشگاه و سه ترمه که شهریه از طرف بهزیستی واریز شده و من درس خوندم اما الان ترم چهارم هستم و به خاطر اینکه بهزیستی پول واریز نکرده به حساب دانشگاه ازاد من رو از درس خوندن منع کردن الان من چ گناهی دارم که یک میلیون چهارصد باید شهریه دانشگاهی رو بدم که دولت باید ان رو پرداخت کنه کل درامد خانوادم در سال ۱ میلیون نمیرسه چجوری یک میلیون چهار صد شهریه بدم من با پشتوانه اینکه بهزیستی پول واریز میکنه رفتم دانشگاه مگر نه میرفتیم پی بدبختیم
0,تحریم مردمی خطوط هوایی
0,آقای رشیدپور دانش آموزان منتظرند  مناظره با وزیر آموزش و پرورش و هامون سبطی چرا آقای بطحایی پاسخگو نیست یک هفته ازقول ایشان گذشته  نه به تاثیر قطعی معدل درکنکور ۸
0,چی بگم واللا
0,۱۶۵۰۳۲۵ منو بلک کرد تو حالا خورشید پس انصاف نداره البته اگر جواب داشت جواب میداد که من اعصبانی نشم البته وام چند میلیاردی که گرفته بعضیها میگن زرنگ بود دوس داشته گرفته پس چرا حرف از عدالت میزنند یعنی اختلاص میگه شاخ ودم داره پاجه خواری حسن کلید ساز را که میکنه چرا ازش انتقاد میکنه ازش سوال کردم اقای رشید پور شما که میگید نباید به خانوم ضیغمی بخاطر داشتن یک عقیده حمله کرد چرا خود رشید پور هر جور تونست به خانوم چرخنده توهین کرد اگر خواهر مادرشم چای خانوم چرخنده نشسته بودن همین برخورد را میکرد کلا ادم دو روست
0,ما دانش اموزان این سرزمین و اینده سازان این کشور انتظار داریم تا صدای مارا به گوش مسوولین برسانید تاثیر قطعی سوابق تحصیلی یعنی ظلم و گامیست در جهت نابودسازی استعدادها وانگیزه باورها و تلاشهای انسان هایی خالص و نوجوان برای ساختن اینده و شخصیت شان گسترده بودن تقلب در امتحانات نهایی سلیقهای تصحیح شدن ورقهها لو رفتن و فروش سوالات عدم غربالگری مناسب این امتحان همه دلایلی برای غیر منطقی و ناعادلانه و ظالمانه بودن تاثیر قطعی معدل است تاثیر قطعی معدل امری بسیار خطرناک و زیان بار است که اثرات منفی ان بعد از کنکور مشخص خواهد_شد از شما اصحاب رسانه خواهشمندیم رسالت خود مبنی بر اگاهی رسانی و بلند کردن صدای حق را ادا کنید چند دلیل برای ناعادلانه بودن تاثیر قطعی معدل ۱تقلب گسترده در حوزهها و عدم مراقبت مناسب از دانش اموزان ۱لو رفتن سوالات در سالهای ۲ ۲ که اکثر داوطلبان کنکور سال اینده دیپلمشان را در این سالها اخذ کرده_اند ۱بودن دانش اموزان با معدلهای پایین که کنکور را فرصت جبران برای خود میبینند مثل اقای رستگار رحمانی رتبه ۱ کنکور ۲ و۱ دستیاری اگر برای مثال زمان ایشان تاثیر معدل قطعی بود الان احتمالا کارگری میکرد ۱عدم برابری نوع تاثیر سوابق تحصیلی داوطلبین نظام قدیم و جدید برای مثال داوطلبین نظام قدیم با شرکت در دو امتحان نهایی ۲ درصد سوابق تحصیلی میگیرند ولی داوطلبین نظام جدید با یک امتحان نهایی ۲ درصد تاثیر سوابق تحصیلی میگیرند ۱عدم برابری حجمی و سطحی و کمی و کیفی کتب اموزشی نظام جدید و قدیم ۱دور زده شدن این قانون و برابر نبودن سوابق تحصیلی برای همه دیپلمه هابرای مثال اگر کسی دیپلم ریاضی باشد و کنکور تجربی شرکت کند سوابق تحصیلی وی ۲ درصد محاسبه نخواهد_شد و از داوطلبینی که تاثیر سوابقشان ۲ درصد است و دیپلم تجربی دارند جلو میافتند گرچه بار علمی کمتری دارند و دلایل بسیار دیگر از شما خواهشمندیم با مصاحبه و گفتگو با مسولان ذی ربط صدای قشر اینده ساز میهن را به گوشهای شنوا برسانید
0,و باز افسوس
0,چرا عدالتو برای کنکور اجرا نمیکنید نباید سوابق تحصیلی روی کنکور تاثیر گذار باشه
0,اقا شما زمان انتخابات با چتر نجات میپریدی روحانی رو ببوسی الان چرا انتقاد نمیکنی خفه شدی
0,در مورد اون عکاس خانم بگم فکر نمیکنین یکم سیاه بازیه در صورتیکه همه پناه گرفتن تا تیر نخورن اونوقت اون خانم عکس میگیره باشه درست ولی اون کسی که از این خانم عکس گرفته تو مغز ما نمیگنجه اخه نکنین اینکارارو 
0,به اقای تنابنده بگید خواهش میکنم کمی ازاد باشید انقدر خودتون رو نگیرید مثل خانم رامین فر
0,تسلیت برای ایران و ایرانی کلمه بسیار کوچک است ما غم انگیزترین کشور شدیم کار ما با دعا شاید راه بیفتد اما خدا هم میگوید از تو حرکت و از من برکت ملت ما دارن همه تدریجی میمیرن
0,زمستونه خدا گرمه دمش جیز
0,سلام آقای رشید  کارگر شرکت تراورس  تعمییر و نگه داری خطوط راه آهن کشور با این  امروز شنبه سیزدهم مرداد ما فقط حقوق فروردینو  کسی به داد ما نمیرسه و ما در کل کشور هفت هزار  راه آهن کشور دسته این شرکته
0,وقتی آش زیاد شور بشه از خوردن میوفته نباید با یه نه گفتن و نپدیرفتن اجرای اختتامیه هیچکدوم از این حاشیهها به وجود نمیاومد حالا شما بگو از نهاد ریاست جمهوری هم حتی اصرار کرده باشن آخرش شما باید تصمیم میگرفتی
0,چرا ماکانو مسخره کردید سوژه ندارید درمورد ماکان حرف میزنید شما نمیدونید وقتی فنای ماکان متوجه این بشن چی میشه پس منتظر باشین ببین چی میشه
0,سلام اقای کلاهبردار اقای رشیدپوراز دم نوش لاغری چه خبر ما خریدیم ولی هرچی تماس گرفتم پس نگرفتند خوب کارو کاسبی راه انداختی
0,تنها برنامهای بود که نگاه میکردم ودیگر الوداع با رسانه میلی
0,سلام آقای رشیدپور همانطور که همیشه مسبب خیر برای مردم مظلوم بود وتنگدست بودی حالا هم فریاد بیگناه مردم به این مسولان برسان نزار خون شهدا خون پدرت پایمال بشه وخاکمون دست بیگانهها بیفته واونها برای ما تصمیم بگیرندما جنگ کردیم برای دفاع از خاکمون آزادی نه اینکه خودی تیشه به ریشه ما بزنه
0,اقای رشید پور برنامه تون تموم شد اما ارزوی پسر من نخوندین ان شاء الله همیشه سالم سلامت باشین موفق باشی
0,سهمیه هارو از ما جدا کنید
0,سلام حالا اگر کسی مهمان باشد از موبایلش نمیتواند استفاده کند مثلا توریستی که وارد ایران میشود در سایر کشورها میشود از موبایلت استفاده کنی
0,چرا وقتی رهبر میگ من به اروپاییا هم اعتماد ندارمو نتیجش مثه مذاکره با امریکا میشه چرا یباررر ب حرفش گوش نمیکنید چرا وقته خودتونو میگیرید چرا پوله مردمو میرین اونجا حروم میکنید 
0, واقعا فکر کنم نظرسنجی بین تینیجرها بوده
0,اقای تنابنده انقدر خودت رامعذب نکن
0,اجرات افتضاح بود رشید پور ضایع هم ک شدی ان شاالله قیافتو نبینینیم دیگه پاچه خوار روحانی
0,سلام پس از زلزلهی ۲ آبان بنا بر گفته و قول استاندار کرمانشاه قرار شد ۱ شهرستان استان که خسارت دیده_اند وامهای مردم امهال بشه یعنی دو سال تنفس با گذشت ۱ ماه هنوز بلا تکلیف هست استاندار و فرمانداران اعلام میکنن که امهال میشه ولی بانکها میگن ما خبر دادیم نمیشه و اگر هم نشه مردم جریمه میشن خواستم اگر ممکنه پیگیر قضیهی امهال وامها مناطق زلزله زده بشید همین شنبه استاندار گفت وامهای زیر پنجاه میلیون انجام شده امروز تماس گرفتم استانداری گروه اقتصاد  ۲ گفتند انجام نشده و نمیشه مجدد تماس گرفتم ستاد بحران استانداری  ۲ گفتن تا این لحظه نشده و معلوم نیس تماس گرفتم فرمانداری گفتند قرار پانزدهم اسفند نامه بیاد یا میشه یا نه اما اگر نشه مردم جریمه میشن ممنون
0,رشیدپور میگه ۲ میلیون مال باخته آقای روحانی میگه۲ میلیون بعد یجور به رشیدپور نگاه میکنه که یعنی آخر برنامه خرخرتو میجوم 
0,رشید پور عزیزه ناراحتم کردی روزای آخر برنامه س یعنی چی ما هیچ دلخوشیی جز دیدن برنامه شما نداریم از جسارتت خوشم میاد حرف ملت رو میزنی این خیلی خوبه بلکه از یه رسانه ملی حرفتون ک حرف ملته شنیده شه تو رو خدا برنامه تونو قطع نکنین درسته زحمتش زیاده ولی یه برنامه زندهی خوب همینه خدا قوت مرد دوستداشتنی سلام منم به آقای نشاط عزیز هم برسونید
0,بله یکم درمورد وام ازدواج صحبت کنید خیلی سخت میگیرند
0,ساندروی من کجاست نه به گرانی خودرو
0,خیر بیشترتوجیه بود
0,دریا غمگین است زورش به آتش نرسید تسلیت 
0,خیلی حالمون گرفته شده اصلا اول صبح برنامه شما به من شور ونشاط و انگیزه میداد امروز همه چیز بی معنی بود
0,رشید پور گم شو
0,چقدر درست و عادلانه زمان تقسیم شد کدخدایی متکلم وحده
0,خاک تو سر تهیه کننده تون
0,هرکی پاچه روحانیو بیشتر خارونده باشه
0,مزخرف میگه چون آقای مجید مجیدی مگه بهش گفت توبرومعتاد شوانسان بایدعقل داشته باشه همین الانم چهرش نمیخوره سالم باشه
0,  سلام ما فرهنگیان خواستار هم ترازی حقوق و مزایا با دیگر اصناف  پیگیری افزایش حقوق بهبود اوضاع معیشتی رتبه بندی و بازگرداندن حق خانمهای مجرد هستیم لطفا برنامهای را به این موضوع اختصاص دهید سپاس
0,شاید به گوش آقاها برسد
0,گوه زیادنخوربابا خایمال مانده تودیگه درباره برجام حرف بزنی ریدن به برچموبابرجامشان چه غلطی کردن بابرجام
0,رشید پور خجالت بکش از چاپلوسی برای دولت این چه مصاحبه بود
0,نصف ملت دلشون به همین عید خوشه اینم بگید خرافات با چهارشنبه سوری با این شکل امروزی مخالفم ولی عید رو با تمام سنت هاش دوست دارم این همون چیزیه که بهش میگیم فرهنگ با دست خودتون فرهنگ تون رو از بین نبرید
0,رشید پور گند زدی رفت
0,چه فایده چندبار پیام دادم جواب ندادی
0,با سلام جناب رشیدپور بجای هرروز تقویم گذاشتن یکی رو هرروز بذارین زیرا واسه ایرانیها روزهاشون باهم فرقی نداره تکرار مکرراته هرروزمون
0,کاش افرادی که کنار هم در این نظر سنجی گذاشتید هم خونی بیشتری داشتند سپاس
0,دلار و اقتصاد هم انقد خراب که نمیشه رفت خارج کشور برای تحصیل و ارزو ی بچگی ما همه و همه بخاطر شرایط از جلوی چشمات یواش یواش ناپدید میشه
0,اقای رشید پور صبح تا شب توی تمام برنامههای شبکههای میلی داره در باره همچی صحبت میشه خداییش چقدش سرانجام داشت تا کی دروغ تا کی ریا درود به شرف کسی تو این شبکهها به خاطر چندر غاز مملکتوش نمیفروشه و اخرتش نابود نمیکنه همانطور که امام حسین فرمودند پسترین وبدبخترین ادمها انهای هستند که اخرتشون به خاطر دنیای دیگران نابود میکنند اگه شما جز اون دسته نیستی این متن رو بخون لطفا
0,نمیدونم چرا سامانه بارشی تو شهرهای دیگه دو روز دو روز مهمونه ولی به مشهد هنوز نرسیده خارج میشه پس کو سهم ما از برف حق ما رو شما تهرانیا گرفتین زود باشین پس بدین 
0,سلام چه روز خوبی ولی اصفهان برف نمیاد
0,سلام آقای رشید پورعزیز دلمون برای صحبتهای شیرینتون تنگ شد کجایید مرد بزرگ انشالله همشه سالم وخوشحال وموفق باشید صبح تلویزیون روشن میکنزیم تصویر مهربون شمارو میبینیم انرژی میگیریم انشالله ایام عید هم شما برنامه داشته_باشید
0,سلام رسانه صالح برای مردم نجیب ایران اون هم در سال ۴ که سال حمایت از تولید ملی هست درسته که تبلیغ کالای خرجی رو پخش کنه و در اصل از کالای خارجی حمایت کنه من جمله نبلیغ هایی که بین برنامه خود شما حالا خورشید پخش شد سیگنال و سانسیلک و امو و در حالی که ما مواد شویندههای تولید ایران خیلی خوبی داریم آیا این روی اقبال بیشتر مردم به کالای خارجی و کاهش تقاضای کالای ایرانی و در نتیجه بیکاری جوانهای ایرانی تاثیر مستقیم ندارد
0,چرا اصلا از ما نظام قدیما ک قراره پشت بمونیم حرفی نمیزنه
0,دیگه فایده نداره بخاری از اینا بلند نمیشه باید بذارن بعد عید موقع گلها درآمد
0,آقای رشید پور دلمان میگیره که برنامه تون داره تمام میشه
0,بله عالیه ولی چرا تموم بشه
0,با سلام وخسته نباشید حضور جناب رشیدپور میخاستم اگه امکانپش هست دست مارو هم بگیرین بابت کمک به مدرسهای در یکی از روستاهای محروم خراسان شمالی باتشکر وسپاس خضری  ۱۱ انجمن اولیا ومربیان مدرسه
0,سلام جناب رشید پور از این دمنوش که تبلیغ کردین سفارش دادم مراحلش رو انجام دادم پول هم واریز کردم ولی خبری نیست چیزی تحویل ندادن جریان چیه
0,بخدا اصلا مسئولا فکر کشاورزا نیستن شما ی کاری کنید برا استان فارس
0,ای حامیان فریب ودروغ
0,چرا رفتی رضا جان
0,خجالت بکشید یه مشت آشغال جمع شدین یه دلقک به نام رشیدپور انداختین وسط مثلا حرف دل مردمو میزنید باعرض پوزش باید بگم ریدین جمعش کنید خواهشأ
0,اقای رشید پور میدونم خیلی خطرناکه ولی یکباراز مسئولین بپرسین معنی بودجه نداشتن و دیر کردکمک به هر حادثهای دقیقا چیه وقتی بدون اجازه ما از پول ما به فلسطین و سوریه بسرعت کمک میکنن یا خرج اماکن زیارتی میکنن مگه ریس جمهور نگفتن کمک به مال باختهها باید از پول ملت و مالیات پرداخت بشه که بدون اجازه ما نمیشه پس اینجا چرا اجازه نمیگیرن مکه پرسیدن در این زمینه جز ء مسائل شرعیه که کفر باشه مگه کاپیتولاسیون امریکا ییه که اونموقع نمیشد حرف زد الانم کاپیتولاسیون فلسطینی و لبنانی و سوریه اضافه شد ما راضی نیستیم چجوری باید حالی کنیم این پولا باید صرف رفع مشکلات خودمون بشه که داربم خودمونو ذره ذره قتل عام میکنیم نسل کشی ایرانی
0,سلام اقای رشید پور لطفا صدای مارو به مسئولین برسونید خیلی از ما که یک سال برای ارشد وزارت بهداشت تلاش کرده_بودیم نتونستیم انتخاب رشته کنیم توروخدا بگید تمدید کنن انتخاب رشته رو
0,آقای رشیدپور خراب کردی دربرنامه بارئیس جمهور
0,شاهزاده خانم محکوم نام کتاب که اقای علی مشهدی معرفی کردن نه شاهزاده خانم کوچولو
0,برنامتون عالیه خواهش میکنم ادامه بدید چرا یهوی
0,با دورود فروان جناب رشید پور چی شد جواب ندادی فکر میکنم شما هم جرات مطرح کردن را ندارید من هم دوست ندارم شما از نان خوردن بی افتید
0,یجای کار نظرسنجیتو میلنگه جالبه جایی که همایون شجریان وجود داره بانی رای میاره 
0,خلبان مگه جز حقیقت چی گفت
0,فکنم اگر شهدا دلقک بودن پس مدر رشید پور هم رفته جبهه نه برای جنگ بلکه رفته بوده برای دلقک بازی یه گلوله خوروه
0,سلام آقای رشید پورتورا خدا با این شماره تماس بگیرکار واجب دارم درخصوص خودم وبرنامه حالاخورشید ۰۱۴۷۳۴۴۲۳
0, سلام عزیزان حالا خورشیدی آقای رشید پور عزیز من و همسرم چهار سال است در پلاژ نوشهر امورات و خورد و خوراک روزمره را با فروش اش رشته میگذرانیم خیلی مشکلات دارم نمیتونم همه رو بنویسم چون وقتتون ارزشمنده نامه دادن از شهرداری که به واسطه پلیس میخوان جمع کنن آخه ما از کجا بیاریم خواستههای اولیه زندگی مثل دارو و خوراک که حق قانونی ماست چه داخلی چه از دید حقوق بین المللی ما حقوق بگیر نیستیم تو رو خدا فکری کنید خواهش میکنم خسته شدیم 
0,نه نه اکثر همکاراتون خیلی نامردن شما و امثال شما خیلی معدود هستین
0,جناب رشید پور بفرمایید اینها الفبای امور در حوزه وزارت ارتباطات است چیزی نیست که به ان بخواهیم افتخار کنیم سالها پیش این مشکلات باید حل میشد
0,سارا و نیکا چرا کم دیالوگ دارن
0,مگه نگفتتین ک نظرتون را اعلام کنید خوب ماهم ک اعلام کردین ک برنامه خوب هست چرا این قدر اذیت میکنید
0,چرا ارسطو رو نمیاربن تو برنامه
0,ای بابا مردن توایران
0,بهبودم خیلی مسخره از فیلم رفت
0,تو امتحانات نهایی تقلب میشه
0,آقای رشیدپورفرصت کجا نکنه دارن سرتومیکنن زیرآب که اینقدرواقعیتارونگی 
0,سلام اقای رشید پور صدای منو میشنودید من یه دختر ۲ سالهام که ۶ماهه بیکارم اینارو ب مسئولین بگین بابای من با حقوق ۴ نمیتونه زندگیو بچرخونه بگید دختر خالم داره میمیرههه دارو نیستتت دارو نیست زیر گلوش پره زخم شده دارو هاش وارد نمیشه من به چه امیدی تو این مملکت دروغین بمونم مردم پول ندارنن کار نیس بخداااتت کار نیستتت
0,زمستان حیوانها از ارتفاعات به پائین میآیند تا غذا راحتر به دست بیارند
0,اصلا با توپ پر اومده بود اصلا اظهار تاسف نداشت فقط اومده بود حال رشید پور رو بگیره که چرا چند روز پیس فلان حرف رو زده 
0,پس این چ کلمهای میشدنو کجا فرستادن این حالا خورشید ک زدین منظورتون تو کدوم شبکهی اجتماعی بود
0,این غزیزان و از دست دادیم حد اقل پیکر عزیزان و پیدا کنید تا یه تعداد دیگهای از چشم به راهی این عزیزان و از دست ندیم واقعا خیلی درد اوره پیکر این عزیزان رو حیوانات میخورن تل اینا بخوان بجنبن
0,کاش گوش شنوابی برای دلسوزیش بود
0,بنظر من تمام ملت ایران هستند که درتنگاتنگ زندگی همچنان پابرجا واستوارند زنده وپاینده باد ایران وایرانی 
0,نه به ناثیر قطعی معدل
0,یعنی چی ما۸ خونه نیستیم ک نگاه کنیم 
0,وطنم افسوس که گذشته پر افتخارت در این برهه از زمان بنابودی نزدیک است مسئولان در خوابند 
0,تقلب کنکور ۷
0,بپرس چرا نظر مردم رو برای مذاکره با آمریکا نمیپرسند با رفراندوم
0,اون تیکه رو چرا سانسور کردن
0,اقای رشید پور کاش یه جواب تو دهنی بهش میدادین
0,افسوس
0,حیفه تموم بشه ما صبحا به عشق برنامه شما بیدار میشیم 
0,خیلی روز خوبیه امروز ولی بودن شما خوبترش میکرد امروز دلخوشی ما زود بر گردید صدا سیما بدون شما بی مزس
0,برق مصرف کنیم جریمه میشیم مصرف نکنیم باز جریمه میشیم
0,چرا دخترها دیالوگ کم داشتن
0,صد تا صلوات میفرستم که دیگه نیاد رشید پور
0,درود اقای رشید پور خوشبحالتون ک برف دارید ما ک در کرمان بخار پز شدیم
0,لعنت به این زمونه چه خوبایی رو داره از ما میگره البته این تقدیر ادمهای بزرگه ما باید همه درس بگیریم
0,سلام اقای رشیدپور ممنون ازبرنامتون چرادربرنامتون ازحسین یاری دعوت نمیشه درسریال برادر واقعا برادربود خیلی مسلط به نقش هاشون هستن وامیدوارم موفق باشن
0,یه خرده از ابراروهم بفرستین بیاد شیراز اینجا انگار نه انگار زمستونه
0,اقایون رشید پور را ممنوع التصویر کردن میگن مریضه چرا از گند اقایان دزد پرده بر میداره
0,سلام جون هرکی دوست دارید تبدیل وضعیت نیروهای شرکتی رو پیگیری کنید
0,آره واقعا دلهای ماآتش گرفته
0,فقط متاسفم واسه این مملکت
0,تابلو دیگه شماره ۱ امسال چهره شده حالا ما خوشمون بیاد یا نیاد 
0,بخوره تو سرتون برنامتون یعنی
0,یادتونه نابغه سازی کردید وبا مافیای خودروسازی همکاری کردید خودروی دروغین آبسوزیادتونه دروغ ابتکار چی خلاصه حیف وقت مردم
0,سلام دربرنامه تان بگویید به فرهنگیان وعده دروغ ندهند فرهنگیان از دروغ متنفرند وهیچ چیز به اندازه دروغ آزارشان نمیدهد علی الخصوص فرهنگیان باز نشسته که بعد از ۲ سال خدمت دیگر تحمل شنیدن دروغ ودروغ را ندارند بگویید آنقدر با دروغ معلمین را نیازارید
0,مخالف تاثیر سوابق قطعی
0,سلاام مابرق نداریم
0,سلام به جناب رشیدپور و عوامل برنامه حالا خورشید من و تعداد کثیری از هموطنان به خودروساز داخلی سایپای ظالم اعتماد کردیم و ماشین ساندرو پیش خرید کردیم و حالا بعد از چند ماه از ثبت نام و حتی تکمیل وجه با وقاحت تمام میگن باید همچنان صبر کنید یا بیایید و ماشین دیگه بردارین آخه تا کی باید به این ملت از طرف خودروسازهای ظالم داخلی ظلم بشه ملت باید از تولیدات داخلی حمایت کنند اما چه کسی باید از ملت مظلوم دفاع کنه لطفا به داد ما برسید
0,چه فایدهای داره این حرفها وقتی مادری پاره تنشو از دست داده واقعا متاسفم
0,مگرزندگی فروشیه براش هیچ قیمتی نمیشه گذاشت 
0,جناب رشید پور سلام لطف بفرمایید اگر این پیام رو نگاه کردید یه موضوع که به مردم وقشرضعیف جامعه مربوط میشه وتقریبا باندهای سوء استفاده ایی چترشون رو روی این کارانداختن و ظاهرا خیلی خوب یادگرفتن چطور مردم رو جلو چشم خودشون سرکیسه کنن وجنبه قانونی بهش بدن ظاهرسازی کنن اقای رشید پور عزیز اگربطور خصوصی امکانی باشه بنده مستندا شمارو اگاه میکنم بعد هرطور که صلاح دیدید به گوش مسئولین برسونید که بلکه اصلاح بشه تاکید میکنم مربوط به قشرضعیف جامعه است خدانگهدار
0,سلام مریم هستم از اهواز برنامه تون عااالیه شما مشکلات رو مطرح میکنید ولی کو گوش شنوا اینجا هوا گرمه قبلنا لا اقل سوز برف شما میومد الان از اونم محروم شدیم کلا اهواز بلاک شده
0,خوشبحالتون حالا خورشیدیها ما که امسال هنوز زمستون نداریم نه سرمایی نه بارونی دعا کنید شهر ما هم بارون بیاد سمیه جهانگرد از منوجان 
0,سلام جناب آقای رشید پور لطفا در مورد کاهش ظرفیت ارشد پزشکی تو برنامه اتون صحبت کنید بارتبه دورقمی امکان قبولی تو دانشگاه دولتی نیست
0,این آقا اگر توی یه مملکت صاحب داری بود دست کم بر کنار میشد برکنار که نشده هیچ شاخه شونه هم میکشه خدا لعنت کنه اونی رو که تورو به عنوان مسئول انتخاب کرده درود بر آقای رشیدپور
0,لطفا فراموش نکنید همه ملت ایران داغدار هستند خیلی بی وجدانند 
0,خوبه که امسال هزینه ده فجرو برای زلزله زدهها کانکس بخرن وخونه هاشونو تعمیر کنن کناه دارن تو این سرما 
0,سلام لطفا موضوع عدم تحویل خودروهای سایپا ساندرو برای حضور مدیران در برنامه مطرح کنید
0,چندر غاز حقوق معلمان اضافه شده در حالیکه معاش مردم سه چهار برابر بالا رفته ماشاالله معلما از زیر خط فقرم عبور کردن و به قول رئیس جمهورمحترم از این مرحله هم عبور خواهیم_کرد ولی له و لورده و دست و پا شکسته
0,اقا چرا بهتاش یهو بزرگ شد تو پایتخت ۱ مگه نه تو پایتخت سه تازه بدنیا اومده بود لطفا توضیح بدین برام واسم سواله مرسی
0,این برنامه چرا تکرار نداره کلا
0,دیگه شور سهمیه هم درآوردن یکی با معده دردم سهمیه میگیره اه
0,فیک این پیج
0,سلام وقتتون بخیر یک سوال داشتم چرا دیگه حالا خورشید پاییز پخش نمیشه چرا برنامه یکدفعه قطع شد من صبحها با موزیک اول حالا خورشید با صدای استادعزیز اقای صدا امیر تاجیک انرژی میگرفتم تورا دوباره پخش کنید برنامه عالی بود 
0,که بازهم عوام فریبی  پیامهای محترمانه بنده را در روز گذشته و ناسزاها و توهینها را پاک کردید که کسی از ماهیت اصلی خودتان باخبر نشود
0,دولت تدبیر و امید بالای صد تا هواپیما قرار بود بخره کووو کجاست
0,امیر علی  مناظره معلمان با وزیر را هماهنگ کنید  کمپین حمایت از حقوق فرهنگیان  این فیش حق من معلم نیست  بطحایی پاسخگو باش  معلم جواب میخواهد  این فیش حقوقی حق من نیست  نادیده گرفتن حق معلم  بیتوجهی و سکوت  تبعیض در حالا خورشید  اجرای قانون بازنشستگی پیش از موعد فرهنگیان
0,همه دارند سعی خودشون را میکنند تو این هوای بد چیکار کنند
0,نه به تاثیرقطعی معدل درکنکور ۸
0,پرویز نشاط آخه این چه مدل لباس پوشیدن هستش بابا خیلی بد لباس هستی یه کم با سلیقه بشو این همه مدت تو تلویزیون هستی از همکارات یاد بگیر
0,انگار اقای رشید پور ما کنکوریها رو فرا موش کردن
0,سلام از آقای تنابنده بپرسید پایتخت ۱ ساخته میشه زمان تقریبیش کی هس ممنون
0,الان کلی دشمن پیدا کردم دشمن حبیب خداست
0,چقد پست تکراری میذارید
0,برنامه تون چرا تکرار نداره
0,سلام من به یکی قول دادم تو ازمون توانیر ثبت نامش کنم الان کارت اعتباری رو سازمان سنجش نمیده برای ثبت نام تعطیلم هست سازمان سنجش جواب نمیده تلفنمو لطفا یه کاریش بکنین اخرین مهلتشه امروز
0,این مجری سمت راستی هیچ حسی در آدم ایجاد نمیکنه 
0,آقای رشید پور ار شما انتظار نداشتیم پشت کنکوریها رو خالی کردین و نتیجه نظر سنجی رو پخش نکردین
0,مرتیکه انقدر دروغ گفت خودش هم قاطی کرده بگید متن برجامو منتشر کنن
0,وقتی دهه ۲ و هفتاد و نو رای بدن همین میشه دیگه
0,چرا چهرهها فقط اینان پس خوانندههای دیگه چی
