target,comment
1,زنده باشه الهی خانم سعیدی وهمهی مادرای گل سرزمینم
1,سلام صبح تان بخیر خداقوت از تلاش همه پرسنل حالا خورشید برای اجرای این برنامه خیلی عالی ناراحت شدیم از تمام شدن نابهنگام برنامه تون حالا چه کنیم 
1,جناب ترابی ماشالا با انرژی دوسداشتنی
1,مردی برای تمام فصول
1,میخواستم از پسرم که ۲ سالشه تشکر کنم ایشون ظهر که مدرسه میان برای من ناهار درست میکنه و من هم ۲ سالی هست توی میوه فروشی کار میکنم پسرم هم تو این چند سال خود کفا شده
1,تو که ععششقییی خوده ععشققق تو خخیلی صادقی ولی رشیدپور با سیاست حرف میزنه
1,با سلام بسیار از برنامتون راضی هستیم عدد ۱
1,دمت گرم آقای رشید پور خیلی مردی
1,۱۴۱۶ کمدی سبک چارلی چاپلین دارن کار میکنن 
1,واقعا عالی در همه مورد خانم محترمی زنده باشه
1,ممنون خدا نگهدارتون باشه
1,درود برشما که حرفتون از دل مردم بیرون میاد یکبار شاهد لطف شما بودیم در مورد آلودگی ذوب آهن اصفهان و باز هم منتظر لطف وعنایت بیشتر شمادر این مورد هستیم سپاس ذوب آهن مرگ خاموش اهالی شهر چمگردان 
1,قشنگه بخونید
1,بله اقای رشیدپور ما ک راضی هستیم چرا میپرسین وقتی ک برنامه شما بین اینهمهه برنامه اول شد یعنی برنامه همیشه ادامه داره انشالله
1,بسیلر عالی ودوست داشتنی ومفید
1,داریوش فرهنگ خیلی خوب خداحفظ کند
1,با سلام خدمت مجری محترم آقای رشیدپور وهمکاران برنامه حالاخورشید ما دانشجویان رشته علوم آزمایشگاهی خواستار جلوگیری از ورود رشتههای زیست و شیلات و به آزمایشگاه وبازی با جان مردم هستیم درحال حاضر بسیاری از آزمایشگاهها که ۲ درصد تشخیص پزشکی است محل بیکاران سایر رشتهها شده تا با حقوق کم کار کنن برای همین رشته علوم آزمایشگاهی بایددر وزارت بهداشت لیسانس پروانه دار به حساب آید تا ما پرسنل در آزمایشگاه هویت داشته_باشیم و شماره نظام پزشکی بهمون تعلق بگیره از شما خواهشمندیم صدای ما پرسنل که حتی بعضا حقوق زیر ۱ میلیون در بخش خصوصی میگیریم و امنیت شغلی هم نداریم را بشنویدخواهشمند است مشکلات مارا به گوش وزیر بهداشت دکتر هاشمی برسانید تا ایشان با تقاضای ما درخصوص لیسانس پروانه دار شدن رشته موافقت کنند ممنون از برنامه خوبتون دانشجویان و پرسنل علوم آزمایشگاهی بیمارستانهای کل کشور میخوایم مردم بدونن که در ازمایشگاه هایی که غیرمرتبط کار میکنه احتمال جواب اشتباه و بازی با جونشون بسیار زیاده لطفا خودمون به فکر خودمون باشیم
1,وای پر از دلتنگیه مبهم رویااا اما قشنگگگ
1,من همیشه ناز بودم
1,عاشقشم با بازی بسیار زیبایشان عزیزدل
1,سلام و درود به بهترین و دوستداشتنی مجری جهان اقای رشید پور عزیز من ۲ ساللمه و در تورنتو زندگی میکنم و مرتب برنامه شما را میبینم و یکی از دلگرمیهای من در این دیار غربت دیدن این برنامه زیبا ست بی اغراق بگم تا حالا در تلویزیون صبحگاهی ایران چنین برنامه قوی و جالب پدر محتوایی را ندیدم افرین به شما و اقای نشاط و تمام همکاران تان تمام ایرانیان در خارج از ایران این برنامه زیبا را میبینند
1,از تمام دست اندر کاران این برنامه سپاسگزار هستیم 
1,اقای رشید پور درود به شما
1,سلام استاد گرامی واقعا حرف دل مردم میگن شما را بخدا به روح پدر شهید که برای همه عزیزه یک سال باز نشسته_شدم تا حالا پاداش مارو ندادن یعنی دولت آنقدر حق حقوق کارمندو نداره خواهش میکنم بگید
1,بله عالی برنامتون
1,چهره سال خودتونید جناب رشید پور کسی فکر نمیکرد مصاحبه شما با ریس جمهور اون قدر لطیف برگزار شه خیلی جالب چند شخصیتی هستین
1,باسلام خدمت اقای رشیدپورعزیز شماواقعا نمونه این کاش تمام مسئولان کشورمان مثل شمابودندمادیگرغصهای نداشتیم
1,سلام صبح بخیر جناب رشید پور ممنون از برنامه خوبتون
1,عدو شود سبب خیر اگر خدا خواهد_ 
1,درود بر آقای رشید پور دمت گرم حرف دل مردم رازدید 
1,انشاالله تاچندروزدیگه باانرژی حالاحورشید روشروع کنین
1,شما خیلی با مزه هستینا
1,بیششش از حد دوست داریم
1,ممه تیام 
1,خانم شیوا خنیانگر امروز عالی حرف میزد اما آقای رشید پور خیلی وسط حرفهای خانم خنیانگر پارازید پیام بازرگانی میشدن واقعا داشت با صداقت کامل حرف میزد اقای رشید پور جدیدااا یه جورای عوض شدن مثل ثابق نیست
1,دمش گرم ارزوی موفقیت دارم براش 
1,گوه هر چه ورامینی تو دهن تو نشاط قورباغه
1,سلام خسته نباشین برنامتون تکه انشاالله ادامه داره
1, 
1,پیشاپیش در گذشت پنجعلی رو تسلیت عرض میکنممم غم اخرتون باشههه
1,افرین به این اراده خداگر زحکمت ببیدد دری ز رحمت گشاید در دیگری
1,سلام فیلمی که فرستادم چطور بود کلی حال کردی
1,سلام از مهموناتون تشکر کنین خانواده معمولی توی ذهن ما رنگ واقعیت دارن و اونقد باورپذیر بازی کردن که دوست داریم سریال ادامه داشته باشه
1,استاد بهادری عزیز دلم براتون تنگ شده_بود خوب شد که اومدید حالا خورشید
1,بگو مثل نقی حرف بزنه
1,من هم خوندم خیلیعالی
1,لطفا پیگیر حق ما باشید خیلی در امتحانات نهایی تقلب شد و سوالات فروش رفت نه به تاثیر قطعی سوابق تحصیلی
1,آقااای رشید پور بیا که هوادارات یه جا جمع شدن چشم انتظار
1,عالی هستین عالی
1,س ت ازبرنامه خوبتون
1,خیلی خوشحال شدم منم بهش رای دادم 
1,اشکالی نداره خدا رو شکر دست شما هم درد نکنه
1,سلام اقای رشید پور ممنونم از برنامه خوبتون میخواستم بگم پسرم دوست داره برنامه شما رو ببینه ولی نمیتونه چون باید بره مدرسه چند روزی که امتحان داشت و دیرتر میرفت مدرسه موفق شده_بود ببینه هر چه مرهم میگذارم بند میاید مگر تسلیت به خانوادههای عزیزان سانچی
1,عالییی هستی اقای نشاططط
1,اقای نشاط شما عالی هستید سلامت وبرقرار باشید
1,اقایون عزیز و محترم من هروز پست میذارم و تشکر فراوان ازشما دارم که اول صبح باانرژی فوق العاده میاین جلوی دوربین ولی اسمم خوانده نمیشه خانم بهناز از پرند
1,جناب رشید پور روزتون مبارک
1,بله خیلی زیاد انشآلله روزبروز در ارائهی برنامههای با کیفیتتر و پرمحتواتر باشیم موفق و سلامت باشین 
1,وااای عالیه
1,اون مهندس بیچاره یه دفترچه یاداشت مطلب باخودش آورده بودحالا خورشیدمردانه یکی بله بگه که زحمت چندشبانه روزیش حیف نشه گناه داره 
1,خیلی ممنون از آقا محسن که در قسمتهای آخر به بیننده نشون داد که مدافعان حرم در سخترین شرایط برای حفظ ناموس و وطنشون جنگیدن که حتی من و امثال مثل من که فقط از طریق تلوزیون نگاه کردیم چه استرسی بهمون وارد شد ایشاله همیشه موفق باید میرزایی
1,ممنون که دعوتش کردی
1,خدا قوت دست مریزاد
1,سلام به روی مرد بزرگ خیلی دوست داریم اگه تلویزیون وروشن میکردم فقط به خاطر روی ماهت بود شمارو به خدا زود برگرد کل ایران وفقط اقای رشید پور واقای هاشمی وزیر بهداشت
1,خیلی برنامه عالیه
1,تکرار بذارید واس برنامتون
1,سلام من کانادا زندگی میکنم و واقعا علاقمند برامتون هستم و هر وقت میام تهران هر صبح با صرف صبحانه کنار پدر و مادر عزیزم از برنامه شما لذت میبریم خداوند حفظتون کنه 
1,۱۶ مهر روز داریوش بزرگ هخامنشی بر تمام ایرانیان مبارک
1,این نازنین چهره همه سالهاست
1,سلام آقای رشید پور ی مادر پیر دارم خیلی برنامه شما رو دوس داره هر صبح زود بیدار میشه که برنامه شما ش رو ببینه ومخصوصا
1,۱۳۲۴۳۵ ادبو شخصیت خوب چیزیه همیشه سعی کن رعایتش کنی
1,زنده باشیدکه دل مردم رو شاد میکنید
1, سلام برتوای بزرگ مردایران دورودبرتوباد
1,امروز برنامتون عالی بود و هداروشکر رسیدم دیدم برنامتونو
1,۲۲۳۴ هوم اره ولی شاید یروزی ماست سیاه هم اومد به بازار 
1,ایشون خیلی بازیگر دوست داشتنی و با شخصیتی بودن عالی نقششون رو ارائه میدادن سایشون مستدام
1,اقای رشید پور ای والله امروز گل کاشتید
1,خوبی انتقادی نیست
1,روز بخیر چه خوب که هستید
1,یاشاسین وظیفه شناس انسانلاری 
1,عالیه 
1,سلااامتیشونو میخواهیم از خدای بزرگ
1,بلی عالیه حرف نداره
1,آقای رشید پور هر اندازه که شما موج مثبت میدهید طرف مقابل منفی س نمیدانم چرا
1,عاشق رک و راست بودنتونم اقای رشید پور
1,ای جانم 
1,آقای رشیدپور کارتون حرف نداره خواهش میکنم با انتقادهای آدمایی که فقط به فکر منافشون هستند توجه نکنید شما حرف دل یه ملت میزنید که همه واقعیت خدا خیرت بده
1,خسته نباشید جانانه به تمامی عوامل
1,همشون عالی وقتی برای ما لحظه هایی خوبی را در فیلمی میسازند
1,علی  قلبها  بشه که چون تمام مردم زلزله روبارفتن به پیششون خوشحال کرده
1,زنده باشید آقای تنابنده واقعا عالی هستید
1,وااای خیلی دوستشون دارم
1,از این به بعد اقای رشید پور تغییر فامیل دادن و شدن آقای جسارتا 
1,اقای نشاط فوالعاده بود با این به قول خودشون یخچال
1,ی برنامه داریم که از دیدنش لذت میبریم اونم حالا خورشیده
1,دست مریزاد جناب رشیدپور خوب حالشو گرفتی مردک عوضی 
1,برنامه  پخش میشه آخه الان داره نشون میده پخش زنده
1,سلام صبح زیبای برفیتون بخیر نکا داره برف میاد تا پرویز دوستدارم
1,شهاب حسینی و هومن سیدی عشقن
1,ماشالللههه حقققشه 
1,خیلی خوشحالم از حضور دوباره تون
1,خوب جوابشو دادی
1,درود به پرویز نشاط 
1,از تلویزیون ایران فقط برنامه شما
1,از اینکه مشکلات مردم را مطرح میکردین سپاسگزارم خداقوت بشما و جناب نشاط که واقعا بانشاط هستن
1,صبحانه خوردم الانم دارم برنامه شما رو میبینم مسافرت هم نرفتم الکی مثلا بخاطر برنامه شما
1,خدا روشکر برنامهی پر انرژی و جذاب مرسی از اقای رشیدپور عزیز 
1,چه کار خوبی کردن این همکار عزیز و محترم 
1,سلام همسرم مردنمونه سال هست اقاست
1,دست شما درد نکنه واقعن برنامتون عالی هست
1,خوش به حالتون از بس انسانهای خوبی هستید خداوند هم بارش برف براتون هدیه داده
1,سلام آقای رشید پور خسته نباشید ممنون از برنامه خوبتون
1,خانم خیر اندیش بازگر محشری هستند خداوند شوهرشان را رحمت کند او هم عالی بود
1,همه عزیزند و بزرگوار ولی خانم دکتر پروفسور داوران جای خود دارد
1, 
1,خیلی باحالی حق تمام شدن نداری
1,زنده باد استاد پرستویی پاینده باشید جناب رشیدپور
1,اقای محسن تنابنده بامو خیلی خیلی جوانتروجذابتره
1,شهاب وخانم پریناز فوق العاده ان
1,بسیار عالی براتون آرزوی سلامتی خوشی میکنم
1,خوب جواب دادی رشید پور ممنون
1,اقای رشیدپورمن واقعآعاشق برنامه شماهستم خیلی عالی دمتون گرم 
1,براتون آرزوی موفقیت میکنم
1,منم با اقای امیر بیات استاد پرورش اندام ایران موافقم ممنون
1,بگید سکانس من باختمو بازی کنه 
1,همه بهترین به جز مدیر ایمنی فرودگاه
1,برنامونتون بی نظیره
1,راجب گرانی خوراگیها و مسکن صحبت کنید کا رشناس بیار نشاط دلقگ بازی در نیاره
1,ای جان حقش بود 
1,برنامه عالی باحضور آقای رشیدپور ونشاط
1,شما رو خیلی دوس داره
1,بسیار عالیه برنامتون تشکر از زحمتتون
1,راضیم ازت
1,احسنت جوانهای خوش سلیقه 
1,برنامه تون عالیه حرف نداره سپاسگزارم از آقای رشیدپور همشهری خودممم یاشاسین آذربایجان منتظریم زود برگردین 
1,حسین اقا حرف نداری به خدا کاش از عزیزان دلسوزی تو مملکت ما بیشتر بودند مت از منطقه زلزله زده هستم با تشکر
1,مهربون بود
1,برا هرکی لاتی واسه ما شکلاتی
1,احسنت بر شما آقای رشید پور که لاقل شما قاطع حرف دل ما مردم رو میزنید احسنت بر مردانگی شما حیف که مملکت افتاده دست آدمای که حتی عرضه معذرت خواهی_رو ندارن همه اون عزیزانی که الان موندن زیره آوارها برف برادر و خواهرهای ما بودن واقعا چی میکشن خانوادهاشون خدا به همشون صبر بده و واقعا متاسفم
1,ممنون ازدعوتتون به جهت این دوبلور عزیز کشورمون
1,روزت مبارک دمت گرم اینقدرقدرت داری تا تودهن عقب افتادهای اصولگراها را بزنی احسن به شما
1,بسیارعالی امیدوارم مثل همیشه به دردمردم برسید
1,سلام عیدتون مبارک از یه ساعت قبل سفرهی صبحانه رو پهن کردم و منتظر شوهرمم ک از سرکار بیاد اما هنوز نیومده از رسانهی ملی بهش اطلاع بدین ک بیاد آقایون الان میام  نیشابور
1,ایولا داری اقای رشید پور
1, امیدوارم به کمک مردم اومده باشین
1,آقا رضا رشید پور واقعا عالی بودیم خوب جواب این آدم پست رادادید
1,ایشالا که همیشه سلامت وموفق  زودتر باتندرستی ودل خوش  هستیم
1,ما تا فصل ۳ میخوایم پایتخت و اینکه این سریال مال مردمه و دوست نداریم ۱ ساعت در سینما ببینیم ما دوست داریم روزهارا با این سریال زیبا سپری کنیم
1,دمتون گرم ازین گزارش خانمی که بعدچندین سال زندگی سخت وطاقت فرساتونست روی پاهاش بایستهوازامکانات زندگی تقریبامتوسط هم بهره مندبشه واقعرشیدپوروگروهتون خداقوت برادراجرکم عندالله
1,من هرروز صبح زود بیدارمیشم که حالا خورشید وببینم ادب وجسارت ایشون قابل تحسینه 
1,اردلان شجاع کاوه عااالی با صدایی معرکه
1,بله انشاءا در پناه حق باشید
1,واقعا سالاری خوش الحان
1,زرشک
1,سلام منو خدمت اقای دکتر سراییان  همیشه دعا گو سلامتی ایشون و خانواده شون هستم
1,عالی بود برنامتون 
1,سلام آقای رشیدپور لطفا آقای مهرانفر رو هم به برنامتون دعوت کنید
1,آقای رشیدپور من تا هفته ۲ بچهام پسر بود و لحظه به دنیا اومدنش دختر شد خداروشکررر شما ببین این وروجک چجوری من و باباش و دکتر رو سر انگشتش چرخوند
1,واقعا خسته نباشید اقا رشیدپور با برنامههای خوبتون چشم انتظار برگشتن شماهستم
1,سمت راستی خدا وکیلی امروز جلو مهمونا یکم آبرو داری کن کمتر بخند
1,آقای رشید پور برنامه شما بینظیره بینهایت سپاسگزارم ازشما وهمه عوامل بخصوص آقای نشاط هم تشکر ویژه دارم خداروشکر حداقل شما هستید تا دردهای تمام نشدنی این مردم وفادار ومظلوم مارو عنوان کنید ولی کو گوش شنوا با تشکر پرنیا ازرشت
1,خداوند عمر با عزت بایشان عطا کند
1,آقای جواد خیابانی عزیز
1,ولی شو خوبی اجرا میکنند
1,پلویز قربون قد و هیکلت پول دستی میخوام داری بهم بدی تا سر برج بر میگردونم اوجولاتم روش میزارم برمیگردونم تورو خدا پای آبروم درمیونه
1,تشکر از برنامهی عالیتون که با اجرای بهترین مجری آقای رشید پور همشهری عزیزم بهترو بهتر نیز میشه تورا خدا برنامه تون رو تمام نکنین
1,لطفا تشکر بی نهایت کنید از آقای تابنده فوقالعاده فوقالعاده فوقالعاده فوقالعاده فوقالعاده بودن
1,چرا به رحمت خشاب ندادین 
1,بلی عالییی
1,هر چقدر بگم که راضیم کم گفتم ممنون
1,نه به مصاحبه یک طرفه لطفا اقای لاشکی را دعوت کنید وزیر اموزش پرورش جوابگو نیست تاثیر قطعی معدل برای کنکور نودوهشت را لغو کنید
1,پروانه هستم از شیراز بهاری
1,ما اردبیل هستیم اینجا کلی برف داریم 
1,رضا جان داداش خیلی کارت درسته هم خودت و هم همکارهات خسته نباشید
1,همی عالی خسته نباشید ما همچنان منتظر شما هطتیم راس ساعت ۱ صبح 
1,سلام آقا رضای گل خیلی برامون عزیزید خدا حفظتون کنه من به اندازه پسرم شمارو دوست دارم
1,خلاصه دوسش دارم
1,چه خوب دلمون تنگ شده بودبرای برنامه
1,عاالی بیست همیشه پایدار باشید
1,با اینکه استقلالی هستن ولی ما دوسش داریم
1,گزارش از هواپیمایی خوب بود
1,بله هراران بار بلههه
1, 
1,سلاممم ما همگی خونه مامان بزرگیم عید همهگی مبارک
1,چه عالی کلی خوشحال شدم که دوباره برنامه حالا خورشید اجرا میشه 
1,سلام  به ایران افتخار میکنم که در کشوری زندگی میکنم که توی دهن همه زورگویان جهان از جمله توی دهن امریکا و اس ایی
1,بانوی به تمام معنا خیلی دوستش دارم 
1,عالی ک برگشتین 
1,آقای رشید پور عالی بود
1,سلام پسر من ۱ سالشه و عاشق پایتخت و بازی اقای تنابنده هستن الانم دارن با ذوق برنامه رو میبینن لطفا اگه میشه به آقای تنابنده بگید محمدمهدی خیلی دوسش داره و آرزوشه از نزدیک ببینش و همش میگه کاش لحظهی داعش حمله کرد من کمکشون بودم
1,امروز برنامتون فوق العاده بود
1,سلام خیلی عزیزی
1,سلام برادر عزیزتر از جانم اقای رشید پور با دعوت از پاکبان زحمتکش و بر خورد صمیمانهات نهایت تشکر را دارم خیلی مردی بامرامی دو رکعت نماز برای سلامتی خودت و خانواده عزیزت در حرم اقا امام رضا ع بجا میاورم قربانت رزمنده دفاع مقدس
1,بهترین میهمان عالی بودید مادر عزیز مرسی از آقای رشید پور
1,خدارو شکر دیگه از برنامه تلویزیون حالمون داشت بد میشد بخصوص صبح
1,چقققد این دزده باحال بود 
1,حالا خورشیدیها برای برگشتتون لحظه شماری میکنم
1,موفق و پایدار باشید
1,در ضمن ناگفته نماند بچههای ارتش فوق العاده  تک تکشون را من میبوسم
1,زنده باشی آقای رشید پور که هیچوقت از گفتن حقیقت کوتاه نمیای
1,همون شد که گفتم مرسی
1,خب سلام 
1,با سلام انشاالله که ادامه داشته باشه هرروز صبح به عشق دیدن مرد خوش اخلاق تلویزیون برنامه شمارو میدیدم ۱ بله
1,شمابسیارعالی هستیدممنون که این همه با ملت ایران همدردی میکنید
1,آقای رشید پور ممنون امیدوارم همیشه پایدار باشید خدا به ملت ایران رحم کنه خدا غلط کردم برای همین روزاس 
1,در این برنانههای تلویزیونی که همش شما بی نظیری
1,رشید پور گرامی دستت درد نکنه خوب حال این پاچه خوار رو گرفتی ایول این ساندیس خور اعظم همیشه از آخور رژیم داره میخوره
1,ببین کوچولو زیاد داری خودمونی میشی 
1,خیلی هم عالی 
1,ایول عالیه 
1,سلام من حسین دهیار روستای نجم اباد از توابع بخش کاخک شهرستان گنابادهستم و برنامه بسیار جالبتون رو بهتون تبریک میگم خوش بحالتون که اونجا برف اومده سرناهاش برای مایه
1,نامبر وان
1,ماشاله آدم کیف میکنه نگاشون میکنه
1,عالیه مهندس
1,سریال پایتخت واقعا عالیه مرسی از زحماتتون 
1,این احساس مسوءلیت خسته نباشید
1,سلام به درستی که گوهر برازنده شماست عزیزدلم
1,سلام خداقوت برنامه تون عالی وخیلی خوبه
1,چقدر جاتون امروز صبح خالی بودخدا قوت انشالله با انرژی مضاعف برگردید و دوباره مردم رو با تلویزیون همراه کنید
1,هربژی کورد
1,وای جدی فصل جدید در راهه آقای رشیدپور که گفتن سال جدید برنامه ندارن تصمیم دارن به مطالعه و ادامه تحصیل بپردازن خبر خوبی بود
1,انشاءالله موفق باشید
1,ماشاءالله به غیرت و پشتکارش 
1,مبارکشون باشه شهاب خان حیسنی همشهری عزیز
1,خیلی عالبه من ومامانم طرفدار سرسخت برنامتون هستیم من قبل از رفتن سر کار برنامتونو نگاه میکردم هشت برای ما که سذکار میریم خیلی دیره تورو خدا زودتر شروع کنید
1,خسته نباشین ممنون از برنامه خوبتون
1,خوش اومدید بازم انرژی به خونه ما برمیگرده مطمئنن وقتی مامانم بفهمه اقای رشید پورو برنامه عالیشون صبحا میتونه ببینه
1,۵ سری از پایتخت پخش شد ولی بفرمایید که این عباس معصومی رونمیخوان نشونش بدن
1,سلام اقای رشید پور برنامه پرازانرژی شمارو همیشه تماشاگر هستیم البته از اریزونای امریکا بوقت محلی   ۱۵ شب انشاءالله که موفق باشید
1,واااو من این کتابا خوندم خیعلی زیباس
1,همشووون دوست داشتنین با فیلماشون خاطره داریم الهی ک همیشه زنده باشن
1,روزتون مبارک با ارزوی بهترینها برای شما
1,آخه مگه میشه مگه داریم که راضی نباشیم ای بابا عالیه عالیه عالی
1,سلام صبح بخیر پسرای عزیزم برنامتون خیلی قشنگه اما متاسفانه من سر گارم و استثنایی اگر خونه باشم میبینم همینطور ادامه بدید خیلی انرژی مثبت هستید با سپاس سامانی
1,خیلی هنرمند هستن مرسی که دعوتشون کردین اقای رشید پور
1,تنت سالم پسرم
1,باشخصیت ومحترم وکمی بامزه
1,سلام انشالله برقرار  بدون شما معنی  بخند تا تعادل شهر بهم بریزد 
1,خخخ مگه صداوسیما میبینی هنوز
1,خوش اومدین 
1,این بهترین خبرهست سلامت وپاینده باشی آقای رشیدپور دوست داشتنی قدم مهموناتونم روچشم ما توفقط بیا 
1,برنامه ت رشیدپور عزیز عااالیه
1,عااالی حرف ندارین
1,مرسی ک هستید
1, 
1,سلام وامروز شادی داریم با برف و با پرویز و اقا رضا شادتر
1,هزاران درود برشما آقای رشید پور مجری توانمند و مدافع حقوق ملت هستید احسنت برشما که با اطلاعات دقیق جواب این به اصطلاح مدیر پرواز را دادید
1,تو قسمت اخر پایتخت کسایی ک میخوان ازدواج کنن در پایتخت ۱ این اتفاق میفته
1,تشریف بیارن مامنتظریم
1,بگو دوووغتو بنوووش
1,آقای مهندس رشید پور روز مهندس مبارکتون
1,آقای رشید پور چهره دوست داشتنی
1,آخ جووون بازم حالا خورشید 
1,سلام منتظر همگی هستیم آرزوی بهترینها رو دارم 
1,سالار همیشه سالاره
1,من خیلی به این بانوی محترم ارادت دارم چهرهای مهربان ودوست داشتنی وهنرمند قابلی هستن
1,بببللله خیلی ممنون دست تون درد نکنه انشاالله پا بر جا گلهای من
1,همه مهمانان شما عالی هستن چون بدون دلیل دعوتشون نکردین
1,خیلی قشنگه من ۲ سالگی ۲بار خوندمش
1,زنده باشید اقای رشیدپور عزیز
1,وااای یک یک واقعا عزیز ممنون دعوتش کردید صداش عالیه 
1,ایولا 
1,هزاران بار تشکر میکنم برای اجرا وبرنامهی خوبتان حس صداقت وهمراه بودنه شما دستندرکاران حالا خورشید را حس کردم از تلاشتان واجرای خوب برادرنهربانم اقای رشید پور بی نهایت ممنونم به شوق اجرای خوبشان هر روز از خواب بیدار میشیم
1,خودش با هرکی ازش شکایت کرده رو بیارین تلوزیون نیارین ریدین
1,چهره سال منم من لیلیپوت فیس
1,خیییر۲
1,سلام خسته نباشید خدا قوت انشاءالله که هر کجا هستید موفق و پیروز باشید به امید دیدار
1,چقدر خوبه به نیازمندان و فقرا هم توجه بشه
1,خدا رو شکر کاشکی چندین مرتبه اینجوری برف بیا د ولی برنامه حالا خورشید دیر شروع بشه خیلی میارزه خدایا شکرت ما هم برف دیدیم 
1,بله عالی برنامه شما انژی میده امیدوارم ادامه پیدا کنه با اقای رشید پور وهمکارانش دست شما درد نکنه
1,بگو بله دارم برنامتو میبینم 
1,جناب وزیر فقط در ارتباط با نظ ظالم جدیدیها صحبت کردند و در ارتباط با ما نظام قدیمیها هیچ صحبتی نکردند
1,اقا رضای گل درود
1, 
1,جالبه تو هردوعکس لباسشان همرنگه
1,دقیقا موافقم
1,پرویز خان خدا قوت شب عینک افتابی در کنار مهندس رشید پور با تشکر خالقی
1,آقا جان حالا که متوجه شدید همه برنامه حالا خورشید و دوست دارند دارید خدا حافظی میکنید باشه اشکالی نداره ولی این راهش نیست پس ما صبحها چی ببینیم اقلا یه فکری میکردید برای ما 
1,آقای مهران مدیری بی شک برترین هستند
1,آقای رشیدپور من هر روز صبح برنامتونو تو دفترم میبینم و خیلی خیلی از انتقاداتون از بعضی مسئولین بیوجدان خوشم میاد اون کمدلباس پیشرفته که همکارتون تعریف میکرد با این وضع رکود مالی جامعه مون واقعا به همه مون لازمه اینا رو تبلیغ نکنید توروخدا کم به دلمون داغ بی پولی بزنید
1,سلام صبحتون بخیر برنامهی خاص مجری الماس
1,بله خیلی راضی هستیم
1,سلام اقای رشیدپور عزیز چند روز برنامتون ندیده_بودم دلم حسابی براتون تنگ شده الهی همیشه سالم و تندرست باشید به اقای نشاط مهربان و پرانرژی سلام برسونید مردم کشور برفی
1,اخ جون من که بی صبرانه منتظرم قدم رو چشم
1,زودتر با انرزی بیشتر بر گردید
1,سلام همه عشقا
1,علی کریمی 
1,خیلی قشنگ این کتاب
1,برنامه بینهایت عالی و پر بیننده
1,خسته نباشی اقای رشید پور دلسوز ملت از پرخاشگریهای مغرضانه نرنج که ملتی به حق پشت توست وگرنه هم بزرگ  و شااداب باشی
1,خسته نباشید دلاورا ن حالا خورشید 
1,۱عالی و معرکه بود برنامه تون
1,من خوندمش عالیه
1,آقای رشید پور روز مهندس مبارک 
1,بله مناسبه دوران جوانیه
1,ممنونیم ازجناب رشیدپور عزیز
1,حروم خورها
1,سلام آقای رشیدپور خسته نباشید خدا قوت بهتون بده منم آرزو میکنم خدا ماها رو از برف و بارون بی نصیب نذاره الهی آمین
1,سلام اقای رشید پور ممنون از برنامه عالی تون
1,درود بر شما و گروه خوبتون جناب رشید پور
1,سلام با تشکر فراوان از برنامه پر انرژی حالا خورشید آقای رشید پور حالا خورشید خیلی عالیه مخصوصا با طنازیهای آقای نشاط خیلی متشکریم
1,مهران مدیری 
1,خانم با شخصیت ومتین
1,۸۸۸۱۱۱ 
1,آقای رشید پور خیلی خوش اومدید خوشحالمون کردید
1,اقای رشیدپور عزیز و پر انرژی ک صبحها واقعا ب من یکی انرژی میده برنامه شما هستو خدایی میگم در طول این این چند دهه گذشته برنامهایی زنده مثل برنامه شما پخش نشده از رسانه یا همین تلویزیون ک کل اعضای خانواده بشینیم نگاه کنیم اخریش ک یادم میاد ک نگاه میکردیم صبح بخیر ایران بود که از شبکه یک پخش میشد اونم با اجرای چند مجریایی پر انرژی داشتن مثل اقای اقبال واحدی و اقای نظاماسلامی اجرا میکردن در کل بگم تیم حالا خورشید دست مریضاد خسته نباشین و خدا قوت
1,کس کشی رشید گور
1,سلام دمت گرم پوزشو حسابی زدی ایول
1,عشقی
1,سلام جناب رشید پور عزیز من و دو قلوهام هرروز برنامه تونو میبینیم سپاسگزارم از برنامه عالیتون زهرا موکل
1,الهی آقای رشیدپور هرگز غم به دلت نیاد
1,خدا قوت مردان خورشیدی
1,واقعا عالی هستن امید و زندگی رو ب همه نشون دادن زندگی ادامه داره
1,سلام به تمامی دست اندر کاران برنامه خیلی خوب حالا خورشید خصوصا اقایان رشید پور ونشاط ووو خسته نباشید من تمام روزها منتظر برنامه تون هستم ومیبینم عالیه عذرا شفیعیان از رشت
1,سلام برنامتون عالیه خیلی دوستون دارم اما از فارس هیچی تو برنامتون نمگین کاش به صفاشهر میومدین ومشکلات مردم اینجا را هم میدیدین شهر ی ثروتمند اما بسیار محروم
1,برنامه امروز یکشنبه عالی بود
1,خوش آمدید خوشحالمون کردیداین خبر بهترین عیدی بود
1,سلام تشکر از شما اقای رشید پور واقعا برنامتوون عاله مادرم عاشق همین برنامه هس انشالله همیشه موفق و سر بلند باشید
1,دوست دارم عزیزم
1,آقاپرویز نشاط خیلی عالی
1,بله که راضی هستیم بشرط اینکه برنامه تون ادامه داشته باشه
1,واقعا از شما سپاسگزارم بابت برنامهی خوب حالا خورشید و اینکه اگه میشه به آقای تنابنده بفرمایید من و همسرم عاشقشونیم
1,گل همه  چیکار کردی که ازت نقد باشه 
1,برنامه تون عالیه کلی انررژی میگیربم از این برنامه خوب مخصوصا با اجرای مجری خوب و پر توان اقای رشید  این برنامه تمام بشه
1, شادمهر عقیلی
1,این برنامه عالی بود
